RCId,Cid,OrderTime,ScheduleTime,OrderStatus,score,id
2103,3035,2021-07-03 15:37:24.466414,"{'2021-07-04': ['19', '20']}",0,,8300
2103,3106,2021-07-26 18:52:16.086802,"{'2021-07-29': ['21', '22']}",0,,8297
2103,3124,2021-08-06 00:57:25.422217,"{'2021-08-10': ['13', '16']}",0,,8299
2103,3131,2021-08-08 01:43:36.844673,"{'2021-08-13': ['19', '22']}",0,,8298
2103,3040,2021-08-18 20:57:24.090761,"{'2021-08-25': ['10', '12']}",0,,8296
2104,3114,2021-07-13 04:53:47.248398,"{'2021-07-16': ['20', '21']}",0,,8305
2104,3050,2021-08-12 03:57:43.200528,"{'2021-08-18': ['17', '20']}",0,,8302
2104,3059,2021-08-15 02:23:53.190667,"{'2021-08-16': ['15', '16']}",0,,8304
2104,3075,2021-08-15 18:26:37.600173,"{'2021-08-20': ['13', '14']}",0,,8303
2104,3131,2021-08-17 10:45:59.740222,"{'2021-08-22': ['20', '21']}",0,,8301
2105,3134,2021-07-13 22:57:33.259412,"{'2021-07-14': ['20', '21']}",0,,8306
2105,3056,2021-07-19 04:05:48.304902,"{'2021-07-25': ['18', '20']}",0,,8310
2105,3152,2021-07-20 20:24:56.338065,"{'2021-07-26': ['21', '22']}",0,,8307
2105,3103,2021-08-08 16:36:04.576028,"{'2021-08-11': ['21', '22']}",0,,8308
2105,3126,2021-08-18 13:43:47.518280,"{'2021-08-24': ['18', '19']}",0,,8309
2106,3035,2021-07-10 19:44:52.821877,"{'2021-07-15': ['16', '19']}",0,,8312
2106,3089,2021-08-12 21:43:04.816463,"{'2021-08-18': ['13', '15']}",0,,8311
2107,3126,2021-07-12 13:16:05.149964,"{'2021-07-13': ['15', '16']}",0,,8313
2107,3058,2021-07-28 10:06:06.117025,"{'2021-07-30': ['13', '15']}",0,,8314
2108,3154,2021-07-26 17:56:27.548899,"{'2021-07-31': ['14', '15']}",0,,8315
2109,3098,2021-07-01 21:42:55.657345,"{'2021-07-07': ['17', '20']}",0,,8316
2109,3065,2021-07-13 08:30:51.944291,"{'2021-07-16': ['18', '19']}",0,,8318
2109,3099,2021-08-02 01:59:48.068145,"{'2021-08-05': ['16', '17']}",0,,8319
2109,3144,2021-08-16 01:15:15.571190,"{'2021-08-17': ['13', '16']}",0,,8317
2110,3026,2021-07-08 07:31:40.564623,"{'2021-07-11': ['10', '13']}",0,,8321
2110,3034,2021-07-16 21:27:54.960235,"{'2021-07-17': ['13', '14']}",0,,8320
2110,3034,2021-07-19 06:23:45.237163,"{'2021-07-25': ['18', '21']}",0,,8323
2110,3048,2021-07-31 08:59:08.693465,"{'2021-08-02': ['13', '16']}",0,,8322
2110,3033,2021-08-06 02:43:53.016851,"{'2021-08-13': ['11', '13']}",0,,8324
2111,3109,2021-07-22 00:32:43.767880,"{'2021-07-23': ['12', '15']}",0,,8325
2112,3126,2021-07-19 21:19:25.033130,"{'2021-07-20': ['14', '16']}",0,,8326
2113,3031,2021-08-12 20:48:32.630054,"{'2021-08-19': ['18', '20']}",0,,8327
2114,3140,2021-07-05 10:07:40.585333,"{'2021-07-07': ['9', '11']}",0,,8328
2115,3142,2021-07-11 11:36:16.086085,"{'2021-07-16': ['10', '13']}",0,,8330
2115,3153,2021-07-31 16:47:17.669385,"{'2021-08-07': ['10', '13']}",0,,8329
2115,3025,2021-08-13 01:50:44.454815,"{'2021-08-17': ['10', '11']}",0,,8331
2115,3018,2021-08-18 23:56:42.720145,"{'2021-08-20': ['14', '16']}",0,,8332
2116,3046,2021-07-17 20:45:19.165927,"{'2021-07-24': ['18', '20']}",0,,8333
2116,3002,2021-07-22 13:17:57.462949,"{'2021-07-24': ['17', '19']}",0,,8334
2117,3025,2021-07-05 15:40:13.501483,"{'2021-07-12': ['17', '19']}",0,,8335
2117,3124,2021-07-12 09:45:47.311006,"{'2021-07-14': ['18', '20']}",0,,8336
2118,3133,2021-07-20 17:17:04.319130,"{'2021-07-26': ['18', '20']}",0,,8338
2118,3077,2021-08-04 03:34:06.631304,"{'2021-08-08': ['9', '10']}",0,,8340
2118,3018,2021-08-06 17:56:42.590023,"{'2021-08-12': ['12', '15']}",0,,8339
2118,3093,2021-08-10 06:09:39.121348,"{'2021-08-11': ['20', '21']}",0,,8337
2119,3017,2021-07-21 03:41:37.479250,"{'2021-07-24': ['17', '20']}",0,,8342
2119,3123,2021-07-24 18:44:51.190529,"{'2021-07-29': ['19', '20']}",0,,8341
2120,3033,2021-08-16 05:45:23.949056,"{'2021-08-20': ['11', '14']}",0,,8343
2121,3154,2021-07-18 13:15:54.257545,"{'2021-07-22': ['13', '15']}",0,,8344
2121,3042,2021-07-20 14:09:51.114522,"{'2021-07-27': ['10', '11']}",0,,8345
2121,3044,2021-08-03 18:39:17.194924,"{'2021-08-07': ['13', '16']}",0,,8347
2121,3142,2021-08-13 04:58:54.676097,"{'2021-08-19': ['9', '10']}",0,,8346
2121,3153,2021-08-18 19:30:30.285086,"{'2021-08-23': ['11', '13']}",0,,8348
2122,3057,2021-07-10 20:10:48.591427,"{'2021-07-14': ['18', '21']}",0,,8349
2122,3019,2021-08-10 13:49:31.010565,"{'2021-08-16': ['15', '18']}",0,,8350
2123,3138,2021-07-15 02:45:09.787734,"{'2021-07-22': ['19', '20']}",0,,8352
2123,3097,2021-07-21 01:08:52.400251,"{'2021-07-26': ['14', '17']}",0,,8351
2123,3024,2021-08-11 03:07:15.043539,"{'2021-08-12': ['11', '13']}",0,,8353
2123,3065,2021-08-14 12:52:01.773960,"{'2021-08-15': ['9', '11']}",0,,8354
2124,3023,2021-08-03 16:56:39.741158,"{'2021-08-04': ['20', '22']}",0,,8355
2124,3016,2021-08-14 01:53:22.705614,"{'2021-08-18': ['12', '13']}",0,,8356
2125,3143,2021-07-07 06:19:20.180718,"{'2021-07-09': ['13', '16']}",0,,8358
2125,3143,2021-07-18 19:23:31.198366,"{'2021-07-21': ['11', '12']}",0,,8357
2126,3148,2021-07-21 12:17:06.298417,"{'2021-07-27': ['21', '22']}",0,,8359
2126,3041,2021-07-28 13:33:59.231469,"{'2021-08-03': ['10', '12']}",0,,8361
2126,3041,2021-07-28 17:03:16.382353,"{'2021-07-31': ['12', '14']}",0,,8360
2127,3002,2021-07-22 16:15:13.641327,"{'2021-07-23': ['12', '13']}",0,,8362
2127,3092,2021-08-08 16:18:12.820937,"{'2021-08-09': ['12', '13']}",0,,8363
2128,3031,2021-07-08 14:07:51.497303,"{'2021-07-10': ['20', '22']}",0,,8365
2128,3000,2021-07-19 14:20:23.844185,"{'2021-07-25': ['16', '17']}",0,,8364
2128,3056,2021-07-31 02:08:08.901769,"{'2021-08-07': ['14', '16']}",0,,8366
2129,3129,2021-07-12 03:50:26.714968,"{'2021-07-15': ['13', '14']}",0,,8369
2129,3001,2021-07-15 00:29:48.861083,"{'2021-07-19': ['14', '16']}",0,,8367
2129,3084,2021-08-06 23:23:48.365290,"{'2021-08-12': ['10', '11']}",0,,8371
2129,3045,2021-08-11 22:21:36.794697,"{'2021-08-17': ['18', '20']}",0,,8370
2129,3019,2021-08-18 14:14:02.833679,"{'2021-08-22': ['12', '13']}",0,,8368
2130,3015,2021-08-08 05:01:42.181288,"{'2021-08-15': ['14', '16']}",0,,8372
2131,3094,2021-07-14 08:56:07.382950,"{'2021-07-19': ['13', '15']}",0,,8373
2131,3040,2021-07-25 05:33:23.537487,"{'2021-07-26': ['15', '18']}",0,,8374
2131,3085,2021-08-10 08:59:15.518296,"{'2021-08-17': ['21', '22']}",0,,8375
2132,3104,2021-07-07 23:30:35.151570,"{'2021-07-12': ['17', '20']}",0,,8377
2132,3064,2021-07-10 18:38:41.994424,"{'2021-07-11': ['20', '21']}",0,,8378
2132,3068,2021-07-22 08:03:21.529715,"{'2021-07-29': ['15', '17']}",0,,8379
2132,3033,2021-07-31 10:01:30.655877,"{'2021-08-04': ['15', '16']}",0,,8380
2132,3133,2021-08-18 04:09:02.209433,"{'2021-08-24': ['21', '22']}",0,,8376
2133,3075,2021-07-02 19:22:59.256363,"{'2021-07-05': ['9', '10']}",0,,8382
2133,3060,2021-07-20 17:26:03.910810,"{'2021-07-26': ['18', '19']}",0,,8385
2133,3094,2021-07-27 00:32:14.355698,"{'2021-08-02': ['19', '20']}",0,,8383
2133,3005,2021-07-30 14:48:28.466486,"{'2021-08-01': ['16', '18']}",0,,8381
2133,3041,2021-08-08 17:58:59.578937,"{'2021-08-15': ['16', '17']}",0,,8384
2134,3005,2021-07-04 11:10:46.011903,"{'2021-07-06': ['12', '15']}",0,,8389
2134,3088,2021-07-09 04:14:12.609673,"{'2021-07-16': ['21', '23']}",0,,8386
2134,3031,2021-07-24 19:52:59.630124,"{'2021-07-31': ['15', '18']}",0,,8388
2134,3112,2021-07-28 07:42:19.155315,"{'2021-08-04': ['10', '12']}",0,,8387
2134,3080,2021-08-11 07:36:38.346034,"{'2021-08-16': ['19', '20']}",0,,8390
2135,3106,2021-07-10 22:48:36.226277,"{'2021-07-11': ['9', '12']}",0,,8392
2135,3043,2021-07-26 09:04:50.931099,"{'2021-07-27': ['9', '11']}",0,,8391
2135,3110,2021-08-18 16:46:13.260485,"{'2021-08-22': ['13', '14']}",0,,8393
2135,3015,2021-08-18 17:04:16.153120,"{'2021-08-20': ['16', '19']}",0,,8394
2136,3030,2021-07-01 16:50:09.898511,"{'2021-07-05': ['17', '18']}",0,,8396
2136,3046,2021-07-01 20:22:10.135953,"{'2021-07-03': ['15', '16']}",0,,8399
2136,3154,2021-07-23 08:08:43.567009,"{'2021-07-24': ['15', '18']}",0,,8398
2136,3056,2021-08-03 05:04:46.378215,"{'2021-08-04': ['10', '12']}",0,,8397
2136,3058,2021-08-16 20:39:39.483457,"{'2021-08-20': ['14', '17']}",0,,8395
2137,3140,2021-07-01 01:53:00.536892,"{'2021-07-05': ['16', '17']}",0,,8403
2137,3054,2021-07-04 08:31:52.453959,"{'2021-07-07': ['15', '16']}",0,,8402
2137,3083,2021-08-01 16:38:05.715764,"{'2021-08-08': ['9', '12']}",0,,8401
2137,3129,2021-08-17 19:48:25.567503,"{'2021-08-23': ['13', '15']}",0,,8400
2138,3038,2021-07-28 08:14:01.647758,"{'2021-08-01': ['10', '11']}",0,,8405
2138,3112,2021-08-13 04:46:48.641246,"{'2021-08-14': ['14', '17']}",0,,8404
2139,3024,2021-07-02 05:59:46.377278,"{'2021-07-03': ['20', '21']}",0,,8407
2139,3028,2021-07-04 21:01:45.882761,"{'2021-07-08': ['12', '14']}",0,,8410
2139,3000,2021-07-06 03:25:17.254764,"{'2021-07-08': ['13', '14']}",0,,8406
2139,3043,2021-07-24 10:06:51.600250,"{'2021-07-26': ['17', '19']}",0,,8409
2139,3067,2021-08-16 05:17:11.021663,"{'2021-08-21': ['9', '11']}",0,,8408
2140,3055,2021-07-11 06:00:51.139012,"{'2021-07-12': ['16', '19']}",0,,8411
2140,3154,2021-07-12 14:56:37.586357,"{'2021-07-15': ['10', '12']}",0,,8413
2140,3097,2021-07-19 00:41:21.719850,"{'2021-07-23': ['20', '22']}",0,,8412
2141,3022,2021-07-15 01:06:58.902500,"{'2021-07-18': ['14', '16']}",0,,8416
2141,3053,2021-07-20 01:30:38.581595,"{'2021-07-27': ['12', '15']}",0,,8415
2141,3015,2021-07-20 18:49:16.767980,"{'2021-07-24': ['19', '20']}",0,,8418
2141,3125,2021-07-23 00:58:54.672178,"{'2021-07-24': ['12', '14']}",0,,8414
2141,3029,2021-07-30 02:06:00.055666,"{'2021-08-01': ['17', '18']}",0,,8417
2142,3155,2021-07-08 06:17:03.955034,"{'2021-07-09': ['13', '15']}",0,,8423
2142,3008,2021-07-09 04:08:43.482793,"{'2021-07-15': ['17', '20']}",0,,8419
2142,3102,2021-07-29 02:52:28.804307,"{'2021-08-04': ['14', '16']}",0,,8421
2142,3022,2021-07-29 13:17:31.395220,"{'2021-08-04': ['15', '16']}",0,,8422
2142,3061,2021-07-30 00:12:52.918963,"{'2021-08-02': ['15', '17']}",0,,8420
2143,3054,2021-07-08 16:28:10.678457,"{'2021-07-10': ['15', '18']}",0,,8424
2143,3029,2021-08-05 04:08:20.250741,"{'2021-08-11': ['18', '20']}",0,,8426
2143,3061,2021-08-14 07:42:26.041629,"{'2021-08-21': ['18', '19']}",0,,8425
2144,3058,2021-08-01 16:59:42.593079,"{'2021-08-07': ['19', '21']}",0,,8427
2145,3119,2021-08-12 13:10:51.184459,"{'2021-08-15': ['13', '14']}",0,,8428
2146,3045,2021-08-08 20:36:40.666198,"{'2021-08-11': ['11', '13']}",0,,8429
2147,3026,2021-07-03 06:40:41.989056,"{'2021-07-06': ['17', '18']}",0,,8431
2147,3027,2021-08-04 05:06:10.655581,"{'2021-08-11': ['16', '18']}",0,,8432
2147,3031,2021-08-18 18:08:04.924171,"{'2021-08-23': ['19', '21']}",0,,8430
2148,3010,2021-08-11 02:48:16.158046,"{'2021-08-12': ['16', '17']}",0,,8433
2149,3144,2021-07-14 07:00:56.929962,"{'2021-07-20': ['14', '17']}",0,,8434
2149,3123,2021-07-16 13:33:09.582828,"{'2021-07-17': ['10', '13']}",0,,8438
2149,3119,2021-07-25 18:41:23.468780,"{'2021-07-26': ['14', '16']}",0,,8435
2149,3129,2021-08-02 17:41:31.213464,"{'2021-08-09': ['19', '20']}",0,,8437
2149,3123,2021-08-08 00:41:43.063665,"{'2021-08-15': ['10', '12']}",0,,8436
2150,3010,2021-07-07 08:02:20.507136,"{'2021-07-14': ['17', '19']}",0,,8440
2150,3012,2021-07-25 03:40:10.344280,"{'2021-07-28': ['14', '17']}",0,,8439
2150,3065,2021-08-16 11:25:26.221918,"{'2021-08-18': ['15', '18']}",0,,8441
2151,3051,2021-07-01 02:20:28.789037,"{'2021-07-02': ['13', '14']}",0,,8446
2151,3034,2021-07-04 00:06:45.431770,"{'2021-07-05': ['17', '19']}",0,,8443
2151,3018,2021-07-05 09:43:41.096668,"{'2021-07-07': ['13', '16']}",0,,8445
2151,3075,2021-08-03 02:24:13.990491,"{'2021-08-05': ['15', '18']}",0,,8442
2151,3056,2021-08-13 17:47:46.951697,"{'2021-08-16': ['15', '18']}",0,,8444
2152,3008,2021-07-02 05:17:02.610702,"{'2021-07-06': ['15', '16']}",0,,8451
2152,3032,2021-07-26 21:36:33.801185,"{'2021-08-01': ['19', '22']}",0,,8448
2152,3017,2021-08-07 16:30:06.665289,"{'2021-08-12': ['16', '18']}",0,,8447
2152,3071,2021-08-09 22:42:17.342510,"{'2021-08-15': ['14', '16']}",0,,8449
2152,3002,2021-08-11 16:39:13.344082,"{'2021-08-17': ['18', '19']}",0,,8450
2153,3138,2021-07-19 21:36:17.045043,"{'2021-07-21': ['16', '19']}",0,,8453
2153,3119,2021-07-31 03:03:11.093451,"{'2021-08-05': ['16', '17']}",0,,8454
2153,3075,2021-08-05 00:50:54.915754,"{'2021-08-11': ['14', '17']}",0,,8455
2153,3146,2021-08-11 23:19:15.464398,"{'2021-08-15': ['15', '18']}",0,,8452
2154,3097,2021-07-12 20:09:43.801763,"{'2021-07-16': ['10', '11']}",0,,8457
2154,3026,2021-08-17 09:54:36.862593,"{'2021-08-21': ['19', '21']}",0,,8456
2155,3043,2021-07-03 08:12:50.776407,"{'2021-07-08': ['9', '10']}",0,,8460
2155,3119,2021-07-26 04:59:44.806110,"{'2021-07-30': ['15', '17']}",0,,8459
2155,3115,2021-08-05 12:55:16.590416,"{'2021-08-06': ['16', '18']}",0,,8458
2155,3022,2021-08-11 05:28:24.413252,"{'2021-08-15': ['14', '16']}",0,,8461
2156,3155,2021-08-04 12:38:01.930487,"{'2021-08-06': ['19', '20']}",0,,8462
2157,3004,2021-07-10 16:19:55.465383,"{'2021-07-16': ['14', '17']}",0,,8463
2157,3059,2021-07-11 22:17:16.720703,"{'2021-07-16': ['16', '19']}",0,,8465
2157,3044,2021-07-15 07:21:23.258222,"{'2021-07-18': ['10', '13']}",0,,8464
2158,3044,2021-07-12 00:19:42.826762,"{'2021-07-17': ['16', '17']}",0,,8468
2158,3109,2021-07-25 01:04:20.768837,"{'2021-07-30': ['17', '20']}",0,,8467
2158,3145,2021-08-11 11:42:13.302317,"{'2021-08-16': ['14', '16']}",0,,8466
2158,3039,2021-08-13 02:20:20.052772,"{'2021-08-16': ['15', '17']}",0,,8469
2158,3049,2021-08-14 18:55:10.349573,"{'2021-08-19': ['16', '17']}",0,,8470
2159,3072,2021-07-30 04:17:54.388217,"{'2021-08-06': ['13', '14']}",0,,8471
2160,3076,2021-07-12 07:10:49.093967,"{'2021-07-16': ['16', '18']}",0,,8472
2160,3047,2021-08-07 14:28:53.725712,"{'2021-08-12': ['14', '17']}",0,,8473
2160,3102,2021-08-09 02:45:51.043386,"{'2021-08-11': ['20', '23']}",0,,8474
2161,3063,2021-07-29 05:47:15.935091,"{'2021-07-30': ['17', '20']}",0,,8475
2161,3091,2021-08-10 16:19:36.977702,"{'2021-08-14': ['15', '16']}",0,,8476
2162,3132,2021-07-29 20:28:19.304731,"{'2021-08-01': ['14', '17']}",0,,8477
2162,3068,2021-08-11 20:30:49.495259,"{'2021-08-12': ['9', '11']}",0,,8478
2163,3139,2021-08-14 12:49:57.866424,"{'2021-08-20': ['12', '15']}",0,,8479
2164,3122,2021-07-23 09:08:58.898737,"{'2021-07-27': ['17', '20']}",0,,8480
2164,3015,2021-08-06 23:22:13.110261,"{'2021-08-13': ['16', '19']}",0,,8481
2165,3040,2021-07-01 00:22:49.255582,"{'2021-07-02': ['15', '17']}",0,,8486
2165,3150,2021-07-06 05:31:25.175213,"{'2021-07-13': ['12', '14']}",0,,8485
2165,3102,2021-08-07 12:59:09.441213,"{'2021-08-13': ['18', '19']}",0,,8482
2165,3008,2021-08-17 10:29:06.243987,"{'2021-08-24': ['12', '13']}",0,,8484
2165,3012,2021-08-18 17:47:46.141178,"{'2021-08-21': ['17', '20']}",0,,8483
2166,3085,2021-07-07 13:20:10.393466,"{'2021-07-11': ['15', '17']}",0,,8490
2166,3009,2021-07-12 09:27:01.241725,"{'2021-07-15': ['9', '10']}",0,,8489
2166,3044,2021-07-24 09:57:51.217964,"{'2021-07-26': ['18', '20']}",0,,8491
2166,3047,2021-07-26 09:33:56.755088,"{'2021-08-01': ['11', '12']}",0,,8487
2166,3027,2021-08-11 07:05:12.242536,"{'2021-08-15': ['11', '12']}",0,,8488
2167,3066,2021-07-28 20:40:43.461933,"{'2021-08-01': ['13', '14']}",0,,8492
2167,3142,2021-08-08 07:34:24.241655,"{'2021-08-15': ['16', '17']}",0,,8493
2168,3004,2021-08-10 01:27:08.553487,"{'2021-08-11': ['15', '16']}",0,,8494
2169,3097,2021-07-16 17:31:21.760847,"{'2021-07-17': ['10', '11']}",0,,8495
2169,3067,2021-07-24 18:58:10.268416,"{'2021-07-31': ['13', '16']}",0,,8498
2169,3134,2021-08-11 08:47:58.481985,"{'2021-08-17': ['16', '17']}",0,,8497
2169,3125,2021-08-12 00:19:32.016923,"{'2021-08-19': ['11', '14']}",0,,8496
2170,3056,2021-07-02 13:40:20.372759,"{'2021-07-08': ['16', '17']}",0,,8501
2170,3105,2021-08-05 16:04:30.545932,"{'2021-08-11': ['11', '13']}",0,,8499
2170,3065,2021-08-17 06:56:55.664579,"{'2021-08-20': ['12', '15']}",0,,8500
2171,3045,2021-07-06 11:57:34.766929,"{'2021-07-10': ['16', '17']}",0,,8506
2171,3135,2021-08-07 16:02:00.054723,"{'2021-08-12': ['17', '18']}",0,,8504
2171,3104,2021-08-08 02:12:15.784114,"{'2021-08-09': ['9', '12']}",0,,8502
2171,3139,2021-08-13 05:38:01.242637,"{'2021-08-19': ['14', '17']}",0,,8503
2171,3015,2021-08-14 10:51:47.337338,"{'2021-08-20': ['15', '17']}",0,,8505
2172,3129,2021-07-05 08:32:15.344836,"{'2021-07-07': ['16', '18']}",0,,8507
2172,3032,2021-07-30 17:24:39.441101,"{'2021-08-03': ['16', '19']}",0,,8508
2172,3140,2021-08-02 03:28:53.210628,"{'2021-08-03': ['16', '19']}",0,,8510
2172,3149,2021-08-08 05:44:18.930276,"{'2021-08-15': ['11', '14']}",0,,8509
2173,3098,2021-07-03 19:20:46.273861,"{'2021-07-05': ['11', '12']}",0,,8513
2173,3143,2021-07-08 05:42:22.279184,"{'2021-07-09': ['15', '18']}",0,,8512
2173,3086,2021-07-09 21:16:50.793440,"{'2021-07-11': ['21', '23']}",0,,8514
2173,3081,2021-07-16 14:58:02.784977,"{'2021-07-20': ['16', '19']}",0,,8511
2173,3077,2021-08-14 19:57:29.827454,"{'2021-08-16': ['12', '15']}",0,,8515
2174,3034,2021-08-04 09:52:24.959066,"{'2021-08-09': ['12', '14']}",0,,8516
2175,3101,2021-08-13 03:16:54.416650,"{'2021-08-17': ['20', '22']}",0,,8517
2176,3065,2021-07-10 04:26:09.197603,"{'2021-07-12': ['15', '17']}",0,,8518
2177,3135,2021-07-05 08:16:56.900261,"{'2021-07-11': ['13', '14']}",0,,8520
2177,3051,2021-07-17 08:03:13.206265,"{'2021-07-21': ['20', '21']}",0,,8519
2178,3099,2021-08-02 18:02:06.878421,"{'2021-08-09': ['18', '21']}",0,,8521
2179,3063,2021-07-05 12:39:55.315684,"{'2021-07-09': ['18', '21']}",0,,8525
2179,3039,2021-07-17 21:12:47.422275,"{'2021-07-20': ['15', '17']}",0,,8523
2179,3066,2021-07-28 13:07:31.224839,"{'2021-07-29': ['12', '15']}",0,,8524
2179,3085,2021-08-15 23:43:35.224626,"{'2021-08-20': ['15', '17']}",0,,8522
2179,3032,2021-08-19 10:59:42.745676,"{'2021-08-25': ['17', '18']}",0,,8526
2180,3016,2021-07-07 04:46:41.980976,"{'2021-07-14': ['17', '20']}",0,,8527
2181,3087,2021-07-14 20:39:04.332188,"{'2021-07-20': ['19', '22']}",0,,8528
2181,3027,2021-07-15 10:32:01.899344,"{'2021-07-16': ['13', '16']}",0,,8529
2182,3072,2021-07-27 07:24:02.066643,"{'2021-08-03': ['21', '22']}",0,,8530
2183,3005,2021-07-09 15:05:12.827479,"{'2021-07-14': ['10', '11']}",0,,8533
2183,3077,2021-07-18 03:42:47.445822,"{'2021-07-19': ['9', '11']}",0,,8531
2183,3089,2021-07-22 23:54:55.250330,"{'2021-07-26': ['13', '16']}",0,,8532
2183,3115,2021-07-24 03:02:53.184910,"{'2021-07-26': ['17', '19']}",0,,8534
2183,3070,2021-08-16 11:00:42.922716,"{'2021-08-18': ['19', '20']}",0,,8535
2184,3124,2021-07-02 13:25:24.685132,"{'2021-07-04': ['14', '17']}",0,,8540
2184,3149,2021-07-25 14:23:56.969687,"{'2021-07-29': ['20', '23']}",0,,8537
2184,3055,2021-07-29 18:37:52.769178,"{'2021-08-05': ['12', '14']}",0,,8538
2184,3120,2021-08-07 12:34:24.598369,"{'2021-08-11': ['14', '17']}",0,,8536
2184,3130,2021-08-19 14:52:07.108435,"{'2021-08-20': ['15', '16']}",0,,8539
2185,3000,2021-07-18 14:41:23.389962,"{'2021-07-21': ['15', '16']}",0,,8541
2185,3056,2021-07-22 17:42:52.974647,"{'2021-07-28': ['11', '12']}",0,,8542
2186,3014,2021-08-03 21:03:05.871367,"{'2021-08-05': ['17', '19']}",0,,8543
2187,3017,2021-07-30 19:15:44.203825,"{'2021-08-04': ['10', '11']}",0,,8544
2188,3089,2021-07-09 17:41:30.825616,"{'2021-07-15': ['14', '15']}",0,,8546
2188,3048,2021-07-10 04:41:34.024158,"{'2021-07-14': ['14', '17']}",0,,8549
2188,3149,2021-07-31 13:00:47.415388,"{'2021-08-05': ['11', '12']}",0,,8545
2188,3075,2021-08-13 00:46:38.684757,"{'2021-08-20': ['19', '20']}",0,,8548
2188,3069,2021-08-14 06:22:34.877169,"{'2021-08-21': ['15', '16']}",0,,8547
2189,3140,2021-07-21 19:25:18.313312,"{'2021-07-27': ['13', '15']}",0,,8551
2189,3023,2021-07-23 08:51:05.610062,"{'2021-07-28': ['9', '10']}",0,,8550
2190,3029,2021-07-20 14:10:43.905647,"{'2021-07-27': ['18', '21']}",0,,8554
2190,3134,2021-07-31 01:15:31.004554,"{'2021-08-03': ['17', '20']}",0,,8553
2190,3082,2021-08-12 23:05:44.201501,"{'2021-08-14': ['13', '16']}",0,,8552
2190,3126,2021-08-15 02:52:03.917488,"{'2021-08-17': ['12', '14']}",0,,8555
2191,3021,2021-07-22 18:01:54.576914,"{'2021-07-24': ['12', '15']}",0,,8556
2192,3017,2021-07-13 07:23:38.138683,"{'2021-07-14': ['17', '18']}",0,,8557
2193,3103,2021-07-19 06:22:16.069205,"{'2021-07-24': ['20', '22']}",0,,8559
2193,3064,2021-08-17 12:52:19.453841,"{'2021-08-22': ['14', '16']}",0,,8558
2194,3145,2021-07-21 20:21:04.199140,"{'2021-07-22': ['9', '10']}",0,,8561
2194,3065,2021-07-22 23:28:45.179341,"{'2021-07-24': ['19', '21']}",0,,8560
2194,3067,2021-07-28 03:52:52.325949,"{'2021-07-31': ['12', '14']}",0,,8564
2194,3005,2021-08-16 17:24:22.667234,"{'2021-08-18': ['10', '13']}",0,,8562
2194,3125,2021-08-18 15:46:50.865807,"{'2021-08-23': ['17', '20']}",0,,8563
2195,3026,2021-07-06 16:18:49.057124,"{'2021-07-08': ['15', '17']}",0,,8568
2195,3104,2021-07-16 19:14:40.686948,"{'2021-07-22': ['18', '20']}",0,,8566
2195,3134,2021-07-20 04:27:20.479638,"{'2021-07-23': ['13', '14']}",0,,8565
2195,3064,2021-08-16 08:19:53.148624,"{'2021-08-17': ['16', '18']}",0,,8567
2196,3090,2021-07-03 20:20:46.825404,"{'2021-07-07': ['18', '20']}",0,,8573
2196,3005,2021-07-05 07:06:17.510974,"{'2021-07-08': ['16', '17']}",0,,8572
2196,3137,2021-07-24 10:32:26.137053,"{'2021-07-26': ['10', '11']}",0,,8571
2196,3018,2021-07-26 04:56:13.095087,"{'2021-07-29': ['12', '15']}",0,,8570
2196,3031,2021-08-12 15:25:17.331015,"{'2021-08-17': ['15', '17']}",0,,8569
2197,3099,2021-08-18 17:30:58.397227,"{'2021-08-21': ['17', '20']}",0,,8575
2197,3047,2021-08-19 09:01:35.719703,"{'2021-08-22': ['16', '19']}",0,,8574
2198,3069,2021-07-06 04:47:53.200241,"{'2021-07-09': ['11', '12']}",0,,8577
2198,3006,2021-07-13 08:52:12.567161,"{'2021-07-19': ['13', '15']}",0,,8579
2198,3095,2021-07-25 17:42:16.868016,"{'2021-07-29': ['17', '19']}",0,,8576
2198,3078,2021-08-14 23:29:51.690412,"{'2021-08-19': ['12', '13']}",0,,8578
2199,3101,2021-07-15 10:20:45.237480,"{'2021-07-16': ['19', '20']}",0,,8582
2199,3102,2021-07-16 01:33:15.338251,"{'2021-07-23': ['21', '22']}",0,,8581
2199,3010,2021-07-30 07:20:59.551162,"{'2021-08-04': ['18', '19']}",0,,8583
2199,3102,2021-08-18 03:03:17.381286,"{'2021-08-21': ['20', '21']}",0,,8580
2200,3057,2021-07-11 22:50:19.865245,"{'2021-07-15': ['20', '22']}",0,,8587
2200,3095,2021-07-29 09:52:54.247659,"{'2021-08-01': ['13', '14']}",0,,8586
2200,3087,2021-08-07 07:15:05.409374,"{'2021-08-08': ['11', '12']}",0,,8585
2200,3063,2021-08-10 00:45:13.806815,"{'2021-08-13': ['19', '22']}",0,,8584
2200,3031,2021-08-18 05:21:30.003159,"{'2021-08-25': ['11', '14']}",0,,8588
2201,3075,2021-07-03 11:10:36.067674,"{'2021-07-07': ['17', '18']}",0,,8591
2201,3082,2021-07-16 06:40:45.706982,"{'2021-07-23': ['13', '16']}",0,,8590
2201,3001,2021-07-26 16:00:39.062967,"{'2021-07-29': ['16', '19']}",0,,8589
2202,3112,2021-07-03 03:49:26.836008,"{'2021-07-04': ['10', '13']}",0,,8593
